date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:59:17	102/102	U-----	200	untouched ('OK')	text/plain	etag:%22aff9c024e5f433e1301a38aab7da7561%22	https://design-vary-312059.framer.app/robots.txt		(from )
15:59:19	201735/201735	U--M-Z	200	updated ('OK')	text/html	etag:%2268bb49e911a3c13c9efddf34e8b67765%22	https://design-vary-312059.framer.app/	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/index.html	(from )
15:59:19	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Mar%202024%2007:59:19%20GMT	https://fonts.gstatic.com/	/Users/miguelreng/websites/miguelreng.com/fonts.gstatic.com/index.html	(from https://design-vary-312059.framer.app/)
15:59:20	237/237	---M--	200	added ('OK')	text/javascript	etag:%2265e153c4e79b39107314d70c70b02755%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-QNQAT4YY.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-QNQAT4YY.mjs	(from https://design-vary-312059.framer.app/)
15:59:23	570724/570724	---MCZ	200	added ('OK')	text/javascript	etag:W/%22d5654e000ba22e4a654efbe62699bb6b%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-EWON6J3N.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-EWON6J3N.mjs	(from https://design-vary-312059.framer.app/)
15:59:23	447/447	U-----	200	untouched ('')	text/javascript	etag:%22bac0d5b5f6a61029b51079932ccda746%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-ELYU6EKT.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-ELYU6EKT.mjs	(from https://design-vary-312059.framer.app/)
15:59:24	46070/46070	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c476be09e44b0c2c297783ee871fe562%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/f01Id1Sgipk4KleDDMwuICIoPxd8ET12xuMb6vMf9sg.4UF5PTBZ.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/f01Id1Sgipk4KleDDMwuICIoPxd8ET12xuMb6vMf9sg.4UF5PTBZ.mjs	(from https://design-vary-312059.framer.app/)
15:59:25	2139/2139	---MCZ	200	added ('OK')	text/javascript	etag:W/%22e8f7db7593c00cf541b87eb3c7ffe217%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-5HBEHJDN.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-5HBEHJDN.mjs	(from https://design-vary-312059.framer.app/)
15:59:26	661/661	---M--	200	added ('OK')	text/javascript	etag:%225faff52fee961148af3ff18b8a7dd577%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-6HP4WVNE.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-6HP4WVNE.mjs	(from https://design-vary-312059.framer.app/)
15:59:27	549/549	U-----	200	untouched ('')	text/javascript	etag:%2208d8f3b560ec61d72c6458dc2fa8aebc%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-TSJJ5V3Y.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-TSJJ5V3Y.mjs	(from https://design-vary-312059.framer.app/)
15:59:28	35039/35039	---MCZ	200	added ('OK')	text/javascript	etag:W/%22aa2e8d585f4c722c4bb27bfd0cd6d291%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-RLHTY6NG.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-RLHTY6NG.mjs	(from https://design-vary-312059.framer.app/)
15:59:29	736/736	---M--	200	added ('OK')	text/javascript	etag:%2286893c7b41ad8e0777d2aea3f7e8767d%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-H3VP3KMF.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-H3VP3KMF.mjs	(from https://design-vary-312059.framer.app/)
15:59:30	44/44	U-----	200	untouched ('')	text/javascript	etag:%22f5fe0cab78140e0e5aa29f68ce8c2888%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-42U43NKG.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-42U43NKG.mjs	(from https://design-vary-312059.framer.app/)
15:59:31	123940/123940	---M-Z	200	added ('OK')	text/html	etag:%2211b1bd452335a7d6e72c7fca669bda7d%22	https://design-vary-312059.framer.app/stuff	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/stuff.html	(from https://design-vary-312059.framer.app/)
15:59:32	126074/126074	U--M-Z	200	updated ('OK')	text/html	etag:%228d60bbae7ebc9c32d7e8048f7ce2da88%22	https://design-vary-312059.framer.app/writing	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/writing.html	(from https://design-vary-312059.framer.app/)
15:59:32	180778/180778	U--M-Z	200	updated ('OK')	text/html	etag:%228eb08c255648362f808659305f19c7c1%22	https://design-vary-312059.framer.app/photos	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/photos.html	(from https://design-vary-312059.framer.app/)
15:59:32	360175/360175	---MC-	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2007:59:32%20GMT	https://framerusercontent.com/images/c4ieUocX9iYtHeIYmNjQSPeTk.png	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/c4ieUocX9iYtHeIYmNjQSPeTk.png	(from https://design-vary-312059.framer.app/)
15:59:33	94365/94365	---MC-	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2007:59:33%20GMT	https://framerusercontent.com/images/5wzjbiRzxEbeO3o4DBi4Myo4c.png	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/5wzjbiRzxEbeO3o4DBi4Myo4c.png	(from https://design-vary-312059.framer.app/)
15:59:35	158714/158714	---MC-	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2007:59:34%20GMT	https://framerusercontent.com/images/bGGhSTgtHGKOtVEEtWLGI0a5Ew.png	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/bGGhSTgtHGKOtVEEtWLGI0a5Ew.png	(from https://design-vary-312059.framer.app/)
15:59:35	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Mar%202024%2007:59:35%20GMT	https://fonts.gstatic.com/robots.txt		(from https://design-vary-312059.framer.app/)
15:59:37	146/146	---M--	403	error ('Forbidden')	text/xml	date:Tue,%2012%20Mar%202024%2007:59:36%20GMT	https://framerusercontent.com/robots.txt		(from https://design-vary-312059.framer.app/)
15:59:38	21537/21537	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c4f7d22dc2f41edfe33909b95442c484%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/zbhou2kVBMiqlnhAHLnBgcuF_Yx_ZOrRL2k8WqUMti0.Y2WMMRFX.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/zbhou2kVBMiqlnhAHLnBgcuF_Yx_ZOrRL2k8WqUMti0.Y2WMMRFX.mjs	(from https://design-vary-312059.framer.app/photos)
15:59:39	662/662	---M--	200	added ('OK')	text/javascript	etag:%22204120188d46a5d423f41b2e1f477e04%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-ELZNA4BL.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-ELZNA4BL.mjs	(from https://design-vary-312059.framer.app/photos)
15:59:40	516609/516609	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:39%20GMT	https://framerusercontent.com/images/AC8QnwBNSoPOG5sQf2wnHOjdmE.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/AC8QnwBNSoPOG5sQf2wnHOjdmE9ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:41	641226/641226	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:40%20GMT	https://framerusercontent.com/images/dpvoaeD4RwzdRpA6LBNHo5oLI.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/dpvoaeD4RwzdRpA6LBNHo5oLI9ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:42	708552/708552	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:41%20GMT	https://framerusercontent.com/images/znJWJzBzl9cwodf2NQYyxBt1TB4.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/znJWJzBzl9cwodf2NQYyxBt1TB49ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:43	411648/411648	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:42%20GMT	https://framerusercontent.com/images/96fi2Y1s8FIjPy5Pow5rv1oBEUQ.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/96fi2Y1s8FIjPy5Pow5rv1oBEUQ9ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:44	1270094/1270094	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:43%20GMT	https://framerusercontent.com/images/QSON8MC7wyo7KUOiW0GPIjQtC04.jpg?scale-down-to=4096	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/QSON8MC7wyo7KUOiW0GPIjQtC04a3fc.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:45	330111/330111	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:45%20GMT	https://framerusercontent.com/images/3hggzy2sULqFaGSqcAfGPye5120.jpg	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/3hggzy2sULqFaGSqcAfGPye5120.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:46	1446976/1446976	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:45%20GMT	https://framerusercontent.com/images/20LxYDn03hVDtt0oHFFpSscNZ9U.jpg?scale-down-to=4096	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/20LxYDn03hVDtt0oHFFpSscNZ9Ua3fc.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:47	1079697/1079697	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:47%20GMT	https://framerusercontent.com/images/fwAmV1nvqsv5qE2fkvKkojaRfU.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/fwAmV1nvqsv5qE2fkvKkojaRfU9ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:48	1147684/1147684	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:48%20GMT	https://framerusercontent.com/images/CEv6WuUg8OH9KYUB7tKMtSJKCbQ.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/CEv6WuUg8OH9KYUB7tKMtSJKCbQ9ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:49	1100202/1100202	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:49%20GMT	https://framerusercontent.com/images/0rgcYx6JKDbPILCBxRUz0BRjs.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/0rgcYx6JKDbPILCBxRUz0BRjs9ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:50	959885/959885	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:49%20GMT	https://framerusercontent.com/images/T0dd3ORcsjrGnmgifKOzoXgFqJ8.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/T0dd3ORcsjrGnmgifKOzoXgFqJ89ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:51	836281/836281	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:50%20GMT	https://framerusercontent.com/images/xyFzd4qQ0iyAjxaUZ32c7Qn1X8.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/xyFzd4qQ0iyAjxaUZ32c7Qn1X89ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:52	858006/858006	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:51%20GMT	https://framerusercontent.com/images/3iHShhJq8wVxhPi479kL01zMNI.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/3iHShhJq8wVxhPi479kL01zMNI9ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:53	698658/698658	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:52%20GMT	https://framerusercontent.com/images/QsyZ0zTUAl3VRc5d1tHGQWj0bs.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/QsyZ0zTUAl3VRc5d1tHGQWj0bs9ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:54	1051044/1051044	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2007:59:54%20GMT	https://framerusercontent.com/images/niGoRqqlycT1k5GsujlNAQlok.jpg?scale-down-to=2048	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/images/niGoRqqlycT1k5GsujlNAQlok9ae5.jpg	(from https://design-vary-312059.framer.app/photos)
15:59:55	22401/22401	---MCZ	200	added ('OK')	text/javascript	etag:W/%22115b7a02bf138ebe9ec5d53120ba7d7b%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/D5KMDSsWWCUZsDnlWzbOb--1aAoIRWC5NFu76xCmvko.3BSOGUGW.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/D5KMDSsWWCUZsDnlWzbOb--1aAoIRWC5NFu76xCmvko.3BSOGUGW.mjs	(from https://design-vary-312059.framer.app/writing)
15:59:56	664/664	---M--	200	added ('OK')	text/javascript	etag:%2212a28148f0825db66a4daac8dee69fbd%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-46KOJXDN.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-46KOJXDN.mjs	(from https://design-vary-312059.framer.app/writing)
15:59:57	50096/50096	---MCZ	200	added ('OK')	text/javascript	etag:W/%228f72fdbdc06979487a99ac315b301b00%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-CXC575ZH.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-CXC575ZH.mjs	(from https://design-vary-312059.framer.app/writing)
15:59:59	132059/132059	---M-Z	200	added ('OK')	text/html	etag:%224aab1a26ea3823e553ff7f4202a14624%22	https://design-vary-312059.framer.app/writing/sin-titulo-sin-nombre	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/writing/sin-titulo-sin-nombre.html	(from https://design-vary-312059.framer.app/writing)
15:59:59	162871/162871	U--M-Z	200	updated ('OK')	text/html	etag:%2254b0ccd3a732ab24037d9116e0ea2412%22	https://design-vary-312059.framer.app/writing/30-poems-about-life	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/writing/30-poems-about-life.html	(from https://design-vary-312059.framer.app/writing)
16:00:02	133466/133466	---M-Z	200	added ('OK')	text/html	etag:%22b21054181000602d37f0e44d2024d8d3%22	https://design-vary-312059.framer.app/writing/los-indolentes-del-mundial	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/writing/los-indolentes-del-mundial.html	(from https://design-vary-312059.framer.app/writing)
16:00:04	84249/84249	---M-Z	200	added ('OK')	text/html	etag:%22ad9f3f47e50b3ba4720ba6ae51756f61%22	https://design-vary-312059.framer.app/writing/el-miedo-del-qu%c3%83%c2%a9-dir%c3%83%c2%a1n	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/writing/el-miedo-del-qu%c3%83%c2%a9-dir%c3%83%c2%a1n.html	(from https://design-vary-312059.framer.app/writing)
16:00:06	132849/132849	---M-Z	200	added ('OK')	text/html	etag:%22e6ca64a17429b61d15a5a26a4325dfc5%22	https://design-vary-312059.framer.app/writing/menos-eventos-mas-trabajo	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/writing/menos-eventos-mas-trabajo.html	(from https://design-vary-312059.framer.app/writing)
16:00:08	133593/133593	---M-Z	200	added ('OK')	text/html	etag:%221c6cf05e1e6af373682affa8064cd965%22	https://design-vary-312059.framer.app/writing/la-cruel-realidad-de-la-startups	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/writing/la-cruel-realidad-de-la-startups.html	(from https://design-vary-312059.framer.app/writing)
16:00:09	25209/25209	---MCZ	200	added ('OK')	text/javascript	etag:W/%22721e75dabc0653556f93fcd191845678%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/uxUO2NPdUUrNL6PJgMCX11b_kJBfkyZFhtWj4OUKajo.3GGCZIKR.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/uxUO2NPdUUrNL6PJgMCX11b_kJBfkyZFhtWj4OUKajo.3GGCZIKR.mjs	(from https://design-vary-312059.framer.app/stuff)
16:00:10	662/662	---M--	200	added ('OK')	text/javascript	etag:%226c4b472fddce3080205f16a1607010dd%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-5FKZDPT7.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-5FKZDPT7.mjs	(from https://design-vary-312059.framer.app/stuff)
16:00:11	4139/4139	---MCZ	200	added ('OK')	text/javascript	etag:W/%2243eaf8b74dc3a3d1045860df8e04afef%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-GUFQUIPM.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-GUFQUIPM.mjs	(from https://design-vary-312059.framer.app/stuff)
16:00:12	18652/18652	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c196b7bcc46b74061eb5163efb5535f4%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/MxA2ZLc8ObF6XnUBGdUpkWazJ6deGhVNSda1mOExZRg.TWR4BGY7.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/MxA2ZLc8ObF6XnUBGdUpkWazJ6deGhVNSda1mOExZRg.TWR4BGY7.mjs	(from https://design-vary-312059.framer.app/writing/30-poems-about-life)
16:00:13	869/869	---M--	200	added ('OK')	text/javascript	etag:%22c770ba260ffd3667929c408b8f1a15b3%22	https://framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-IJT2HA7O.mjs	/Users/miguelreng/websites/miguelreng.com/framerusercontent.com/sites/7A4a0iHQYhRcRP4wfjx7Oo/chunk-IJT2HA7O.mjs	(from https://design-vary-312059.framer.app/writing/30-poems-about-life)
16:00:15	127747/127747	---M-Z	200	added ('OK')	text/html	etag:%22885da88856375c71c764c8f6aaf53f61%22	https://design-vary-312059.framer.app/writing/mama	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/writing/mama.html	(from https://design-vary-312059.framer.app/writing/30-poems-about-life)
16:00:17	127756/127756	---M-Z	200	added ('OK')	text/html	etag:%22b6b310f0f45e5ff8e9aff221752d8334%22	https://design-vary-312059.framer.app/writing/de-que-seria	/Users/miguelreng/websites/miguelreng.com/design-vary-312059.framer.app/writing/de-que-seria.html	(from https://design-vary-312059.framer.app/writing/30-poems-about-life)
